id	feature_ID	metabolite_refmet	CURRENT_REFMET_NAME	refmet_name	metabolite_name	lipid_class	chain_length	double_bond	sn_position	super_class	main_class	sub_class	Final_Class_Edited	formula	exactmass	pubchem_cid	kegg_id	inchi_key	lm_id	hmdb_id	chebi_id	is_review	NEW_CLASSES	Proposed.Classification	Added.By	Final_Class	CUSTOM_CLASS	Source	X	dataset
glycocholate	57	glycocholate	Glycocholic acid	Glycocholic acid	Glycocholic acid	glycocholate	NA	NA	NA	NA	Sterol Lipids	Bile acids	C24 bile acids	Lipids and Lipid related compounds	C26H43NO6	465.309	10140	C01921	RFDAIACWWDREDC-FRVQLJSFSA-N	LMST05030001	HMDB00138	17687	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-hilicpos
GMP	58	GMP	GMP	GMP	GMP	GMP	NA	NA	NA	NA	Nucleic acids	Purines	Purine rNMP	Nucleotides and derivatives	C10H14N5O8P	363.058	1.35e+08	C00144	RQFCJASXJCIDSX-UUOKFMHZSA-N		HMDB0001397	17345	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
guanine	59	guanine	Guanine	Guanine	Guanine	guanine	NA	NA	NA	NA	Nucleic acids	Purines	Hypoxanthines	Nucleotides and derivatives	C5H5N5O	151.0494	1.35e+08	C00242	UYTPUPDQBNUYGX-UHFFFAOYSA-N		HMDB0000132	16235	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
guanosine	60	guanosine	Guanosine	Guanosine	Guanosine	guanosine	NA	NA	NA	NA	Nucleic acids	Purines	Purine ribonucleosides	Nucleotides and derivatives	C10H13N5O5	283.0917	1.35e+08	C00387	NYHBQMYGNKIUIF-UUOKFMHZSA-N		HMDB0000133	16750	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
hippurate	61	hippurate	Hippuric acid	Hippuric acid	Hippuric acid	hippurate	NA	NA	NA	NA	Benzenoids	Benzamides	Hippuric acids	Other	C9H9NO3	179.0582	464	C01586	QIAFMBKCNZACKA-UHFFFAOYSA-N		HMDB0000714	18089	0	Benzenoids	Microbiome/Other	NB	Other	biomarker,toxin	HMDB	NA	metab-u-rpneg
Histidine	62	Histidine	Histidine	Histidine	Histidine	histidine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C6H9N3O2	155.0695	6274	C00135	HNDVDQJCIGZPNO-YFKPBYRVSA-N		HMDB0000177	15971	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
Hydroxyproline	63	Hydroxyproline	Hydroxyproline	Hydroxyproline	Hydroxyproline	hydroxyproline	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C5H9NO3	131.0582	NA					NA	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
hypoxanthine	64	hypoxanthine	Hypoxanthine	Hypoxanthine	Hypoxanthine	hypoxanthine	NA	NA	NA	NA	Nucleic acids	Purines	Hypoxanthines	Nucleotides and derivatives	C5H4N4O	136.0385	1.35e+08	C00262	FDGQSTZJBFJUBT-UHFFFAOYSA-N		HMDB0000157	17368	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
IMP	65	IMP	IMP	IMP	IMP	IMP	NA	NA	NA	NA	Nucleic acids	Purines	Purine rNMP	Nucleotides and derivatives	C10H13N4O8P	348.0471	1.35e+08	C00130	GRSZFWQUAKGDAV-KQYNXXCUSA-N		HMDB0000175	17202	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
inosine	66	inosine	Inosine	Inosine	Inosine	Inosine	NA	NA	NA	NA	Nucleic acids	Purines	Purine ribonucleosides	Nucleotides and derivatives	C10H12N4O5	268.0808	1.35e+08	C00294	UGQMRVRMYYASKQ-KQYNXXCUSA-N		HMDB0000195	17596	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-u-hilicpos
Isoleucine	67	Isoleucine	Isoleucine	Isoleucine	Isoleucine	isoleucine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C6H13NO2	131.0946	6306	C00407	AGPKZVBTJJNPAG-WHFBIAKZSA-N	LMFA01100047	HMDB0000172	17191	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
ketoleucine	68	ketoleucine	Ketoleucine	Ketoleucine	Ketoleucine	ketoleucine	NA	NA	NA	NA	Organic acids	Keto acids	Short-chain keto acids	Amino acids, Amino acid like and derivatives	C6H10O3	130.063	70	C00233	BKAJNAXTPSGJCU-UHFFFAOYSA-N		HMDB0000695	48430	0	Organic Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	biomarker/toxin	breakdown of branched-chain amino acids	NA	metab-t-ka
kynurenate	69	kynurenate	Kynurenic acid	Kynurenic acid	Kynurenic acid	kynurenate	NA	NA	NA	NA	Organoheterocyclic compounds	Quinolines	Quinoline carboxylic acids	Amino acids, Amino acid like and derivatives	C10H7NO3	189.0426	3845	C01717	HCZHHEIFKROPDY-UHFFFAOYSA-N		HMDB0000715	18344	0	Organoheterocyclic Compounds	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino acids, Amino acid like and derivatives		NA	metab-u-hilicpos
Lactate	70	Lactate	Lactic acid	Lactic acid	Lactic acid	lactate	NA	NA	NA	NA	Organic acids	Short-chain acids	Short-chain acids	Energy	C3H6O3	90.0317	107689	C00186	JVTAAEKCZFNVCJ-REOHCLBHSA-N		HMDB0000190	422	0	Organic Acids	Energy	NB	Energy	Energy	HMDB	NA	metab-t-tca
Leucine	71	Leucine	Leucine	Leucine	Leucine	leucine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C6H13NO2	131.0946	6106	C00123	ROHFNLRQFUQHCH-YFKPBYRVSA-N		HMDB0000687	15603	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
leucine+ isoleucine	72	leucine+ isoleucine	Leucine/Isoleucine	Leucine/Isoleucine	Leucine/Isoleucine	leucine+isoleucine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C6H13NO2	131.0946	NA					NA	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-u-rppos
LPC(14:0)	73	LPC(14:0)	LPC(14:0)	LPC 14:0	LPC(14:0)	C14:0 LPC	LPC	14	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C22H46NO7P	467.3012	460604	C04230	VXUOFDJKYGDUJI-OAQYLSRUSA-N	LMGP01050012	HMDB0010379	64489	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(16:0/0:0)_and_LPC(0:0/16:0)_feature1and2	74	LPC(16:0/0:0)_and_LPC(0:0/16:0)_feature1and2	LPC(16:0)_lp_ab	LPC 16:0	LPC(16:0)_lp_ab	LPC(16:0/0:0)_and_LPC(0:0/16:0)_feature1and2	LPC	16	0	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C24H50NO7P	495.3325	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
LPC(16:1)_a_b	75	LPC(16:1)_a_b	LPC(16:1)	LPC 16:1	LPC(16:1)	LPC(16:1)_a_b	LPC	16	1	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C24H48NO7P	493.3168	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
LPC(20:3)_a_b	76	LPC(20:3)_a_b	LPC(20:3)	LPC 20:3	LPC(20:3)	C20:3 LPC	LPC	20	3	NA	Glycerophospholipids	Glycerophosphocholines	LPC	Lipids and Lipid related compounds	C28H52NO7P	545.3481	NA	C04230				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
Malate	77	Malate	Malic acid	Malic acid	Malic acid	malate	NA	NA	NA	NA	Organic acids	TCA acids	TCA acids	Energy	C4H6O5	134.0215	222656	C00149	BJEPYKJPYRNKOW-REOHCLBHSA-N		HMDB0000156	30797	0	Organic Acids	Energy	ES	Energy	Organic Acids		NA	metab-t-tca
Methionine	78	Methionine	Methionine	Methionine	Methionine	methionine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C5H11NO2S	149.0511	6137	C00073	FFEARJCKVFRZRR-BYPYZUCNSA-N		HMDB0000696	16643	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
N-acetylleucine	79	N-acetylleucine	N-Acetylleucine	N-Acetylleucine	N-Acetylleucine	N-acetylleucine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C8H15NO3	173.1052	70912	C02710	WXNXCEHXYPACJF-ZETCQYMHSA-N		HMDB0011756	17786	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-u-hilicpos
NAD+	80	NAD+	NAD+	NAD+	NAD+	NAD+	NA	NA	NA	NA	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides	Nucleotides and derivatives	C21H28N7O14P2	664.117	5893	C00003	BAWFJGJZGIEFAR-NNYOXOHSSA-O		HMDB0000902	15846	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
NADH	81	NADH	NADH	NADH	NADH	NADH	NA	NA	NA	NA	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides	Nucleotides and derivatives	C21H29N7O14P2	665.1248	439153	C00004	BOPGDPNILDQYTO-NNYOXOHSSA-N		HMDB0001487	16908	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
NADP+	82	NADP+	NADP+	NADP+	NADP+	NADP+	NA	NA	NA	NA	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides	Nucleotides and derivatives	C21H29N7O17P3	744.0833	5886	C00006	XJLXINKUBYWONI-NNYOXOHSSA-O		HMDB0000217	18009	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
NADPH	83	NADPH	NADPH	NADPH	NADPH	NADPH	NA	NA	NA	NA	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides	Nucleotides and derivatives	C21H30N7O17P3	745.0911	5884	C00005	ACFIXJIJDZMPPO-NNYOXOHSSA-N		HMDB00221	16474	0	Nucleic Acids	Nucleotides and derivatives	NB	Nucleotides and derivatives	Nucleic Acids		NA	metab-t-nuc
niacinamide	84	niacinamide	Niacinamide	Niacinamide	Niacinamide	niacinamide	NA	NA	NA	NA	Organoheterocyclic compounds	Pyridinecarboxylic acids	Nicotinamides	Vitamin, vitamin-like substance and Cofactor	C6H6N2O	122.048	936	C00153	DFPAKSUCGFBDDF-UHFFFAOYSA-N		HMDB0001406	17154	0	Organoheterocyclic Compounds	vitamin and Cofactor	NB	Vitamin, vitamin-like substance and Cofactor	pigment,vitamin,cofactor		NA	metab-u-hilicpos
FA(18:1)	85	FA(18:1)	Oleic acid	Oleic acid	Oleic acid	FA(18:1)	Unsaturated FA	18	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C18H34O2	282.2559	445639	C00712	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	LMFA01030002	HMDB0000207	16196	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
Ornithine	86	Ornithine	Ornithine	Ornithine	Ornithine	Ornithine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C5H12N2O2	132.0899	6262	C00077	AHLPHDHHMVZTML-BYPYZUCNSA-N		HMDB0000214	15729	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
FA(16:1)	87	FA(16:1)	Palmitoleic acid	Palmitoleic acid	Palmitoleic acid	FA(16:1)	Unsaturated FA	16	1	NA	Fatty Acyls	Fatty acids	Unsaturated FA	Lipids and Lipid related compounds	C16H30O2	254.2246	445638	C08362	SECPZKHBENQXJG-FPLPWBNLSA-N	LMFA01030056	HMDB0003229	28716	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rpneg
pantothenate	88	pantothenate	Pantothenic acid	Pantothenic acid	Pantothenic acid	pantothenate	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C9H17NO5	219.1107	6613	C00864	GHOKWGTUZJEAQD-ZETCQYMHSA-N		HMDB0000210	NA	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-u-hilicpos
PC(30:0)	89	PC(30:0)	PC(30:0)	PC 30:0	PC(30:0)	PC(30:0)	PC	30	0	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C38H76NO8P	705.5309	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(32:2)	90	PC(32:2)	PC(32:2)	PC 32:2	PC(32:2)	C32:2 PC	PC	32	2	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C40H76NO8P	729.5309	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(34:3)	91	PC(34:3)	PC(34:3)	PC 34:3	PC(34:3)	C34:3 PC	PC	34	3	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C42H78NO8P	755.5465	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(36:2)	92	PC(36:2)	PC(36:2)	PC 36:2	PC(36:2)	C36:2 PC	PC	36	2	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C44H84NO8P	785.5935	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-rppos
PC(40:5)_feature3	93	PC(40:5)_feature3	PC(40:5)_lp_c	PC 40:5	PC(40:5)_lp_c	PC(40:5)_feature3	PC	40	5	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C48H86NO8P	835.6091	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PC(40:8)_feature1	94	PC(40:8)_feature1	PC(40:8)	PC 20:4/20:4	PC(40:8)	PC(40:8)>PC(20:4_20:4) _M+H2CO2_feature1	PC	40	8	NA	Glycerophospholipids	Glycerophosphocholines	PC	Lipids and Lipid related compounds	C48H80NO8P	829.5622	NA	C00157				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PC(O-32:0)_feature1	95	PC(O-32:0)_feature1	PC(O-32:0)	PC O-32:0	PC(O-32:0)	PC(O-32:0)_feature1	O-PC	32	0	NA	Glycerophospholipids	Glycerophosphocholines	O-PC	Lipids and Lipid related compounds	C40H82NO7P	719.5829	NA	C05212				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PC(O-34:1)_feature2	96	PC(O-34:1)_feature2	PC(O-34:1)_lp_b	PC P-34:0 or PC O-34:1	PC(O-34:1)_lp_b	PC(O-34:1)_feature2	O-PC	34	1	NA	Glycerophospholipids	Glycerophosphocholines	O-PC	Lipids and Lipid related compounds	C42H84NO7P	745.5985	NA	C05212				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(38:4)>PE(18:0_20:4)_feature5	97	PE(38:4)>PE(18:0_20:4)_feature5	PE(18:0_20:4)_lp_e	PE 18:0_20:4	PE(18:0_20:4)_lp_e	PE(38:4)>PE(18:0_20:4)_feature5	PE	38	4	PE 18:0_20:4	Glycerophospholipids	Glycerophosphoethanolamines	PE	Lipids and Lipid related compounds	C43H78NO8P	767.5465	NA	C00350				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(40:4)>PE(18:0_22:4)_feature2	98	PE(40:4)>PE(18:0_22:4)_feature2	PE(18:0_22:4)_lp_b	PE 18:0_22:4	PE(18:0_22:4)_lp_b	PE(40:4)>PE(18:0_22:4)_feature2	PE	40	4	PE 18:0_22:4	Glycerophospholipids	Glycerophosphoethanolamines	PE	Lipids and Lipid related compounds	C45H82NO8P	795.5778	NA	C00350				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(38:5)_feature4	99	PE(38:5)_feature4	PE(38:5)_lp_d	PE 38:5	PE(38:5)_lp_d	PE(38:5)_feature4	PE	38	5	NA	Glycerophospholipids	Glycerophosphoethanolamines	PE	Lipids and Lipid related compounds	C43H76NO8P	765.5309	NA	C00350				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(O-36:5)>PE(O-16:1/20:4)_feature3	100	PE(O-36:5)>PE(O-16:1/20:4)_feature3	PE(O-16:1/20:4)_lp_c	PE P-16:0/20:4 or PE O-16:1/20:4	PE(O-16:1/20:4)_lp_c	PE(O-36:5)>PE(O-16:1/20:4)_feature3	O-PE	36	5	PE P-16:0/20:4 or PE O-16:1/20:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE	Lipids and Lipid related compounds	C41H74NO7P	723.5203	NA	C04475				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(O-38:5)>PE(O-16:1/22:4)_feature5	101	PE(O-38:5)>PE(O-16:1/22:4)_feature5	PE(O-16:1/22:4)_lp_e	PE P-16:0/22:4 or PE O-16:1/22:4	PE(O-16:1/22:4)_lp_e	PE(O-38:5)>PE(O-16:1/22:4)_feature5	O-PE	38	5	PE P-16:0/22:4 or PE O-16:1/22:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE	Lipids and Lipid related compounds	C43H78NO7P	751.5516	NA	C04475				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(O-38:5)>PE(O-18:1/20:4)_feature6	102	PE(O-38:5)>PE(O-18:1/20:4)_feature6	PE(O-18:1/20:4)_lp_f	PE P-18:0/20:4 or PE O-18:1/20:4	PE(O-18:1/20:4)_lp_f	PE(O-38:5)>PE(O-18:1/20:4)_feature6	O-PE	38	5	PE P-18:0/20:4 or PE O-18:1/20:4	Glycerophospholipids	Glycerophosphoethanolamines	O-PE	Lipids and Lipid related compounds	C43H78NO7P	751.5516	NA	C04475				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(O-38:6)>PE(O-18:2/20:4)_and_PE(O-16:1/22:5)_feature2	103	PE(O-38:6)>PE(O-18:2/20:4)_and_PE(O-16:1/22:5)_feature2	PE(O-38:6)_lp_b	PE P-38:5 or PE O-38:6	PE(O-38:6)_lp_b	PE(O-38:6)>PE(O-18:2/20:4)_and_PE(O-16:1/22:5)_feature2	O-PE	38	6	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE	Lipids and Lipid related compounds	C43H76NO7P	749.5359	NA	C04475				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
PE(O-40:6)>PE(O-18:2/22:4)_feature2	104	PE(O-40:6)>PE(O-18:2/22:4)_feature2	PE(O-40:6)_lp_b	PE P-40:5 or PE O-40:6	PE(O-40:6)_lp_b	PE(O-40:6)>PE(O-18:2/22:4)_feature2	O-PE	40	6	NA	Glycerophospholipids	Glycerophosphoethanolamines	O-PE	Lipids and Lipid related compounds	C45H80NO7P	777.5672	NA	C04475				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Phenylalanine	105	Phenylalanine	Phenylalanine	Phenylalanine	Phenylalanine	phenylalanine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C9H11NO2	165.079	6140	C00079	COLNVLDHVKWLRT-QMMMGPOBSA-N		HMDB0000159	17295	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
PI(38:4)>PI(18:0_20:4)_feature2	106	PI(38:4)>PI(18:0_20:4)_feature2	PI(18:0_20:4)_ln_b	PI 18:0_20:4	PI(18:0_20:4)_ln_b	PI(38:4)>PI(18:0_20:4)_feature2	PI	38	4	PI 18:0_20:4	Glycerophospholipids	Glycerophosphoinositols	PI	Lipids and Lipid related compounds	C47H83O13P	886.5571	NA	C01194				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrpneg
Proline	107	Proline	Proline	Proline	Proline	proline	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C5H9NO2	115.0633	145742	C00148	ONIBWKKTOPOVIA-BYPYZUCNSA-N		HMDB0000162	17203	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
PS(38:4)>PS(18:0_20:4)_feature2	108	PS(38:4)>PS(18:0_20:4)_feature2	PS(18:0_20:4)_ln_b	PS 18:0_20:4	PS(18:0_20:4)_ln_b	PS(38:4)>PS(18:0_20:4)_feature2	PS	38	4	PS 18:0_20:4	Glycerophospholipids	Glycerophosphoserines	PS	Lipids and Lipid related compounds	C44H78NO10P	811.5363	NA	C02737				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrpneg
S-allylcysteine	109	S-allylcysteine	S-Allylcysteine	S-Allylcysteine	S-Allylcysteine	S-allylcysteine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C6H11NO2S	161.0511	98280	C16759	ZFAHNWWNDFHPOH-UHFFFAOYSA-N		HMDB0034323	NA	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-u-rppos
Serine	110	Serine	Serine	Serine	Serine	serine	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C3H7NO3	105.0426	5951	C00065	MTCFGRXMJLQNBG-REOHCLBHSA-N		HMDB0000187	17115	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-t-amines
serotonin	111	serotonin	Serotonin	Serotonin	Serotonin	serotonin	NA	NA	NA	NA	Organoheterocyclic compounds	Tryptamines	Serotonins	Hormone and Neurotransmitter	C10H12N2O	176.095	5202	C00780	QZAYGJVTTNCVMB-UHFFFAOYSA-N		HMDB0000259	28790	0	Organoheterocyclic Compounds	Hormone and Neurotransmitter	NB	Hormone and Neurotransmitter	Hormone and Neurotransmitter	HMBD	NA	metab-u-hilicpos
SM(d32:1)_feature1	112	SM(d32:1)_feature1	SM(d32:1)	SM 32:1;O2	SM(d32:1)	SM(d32:1)	SM	32	1	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C37H75N2O6P	674.5363	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
SM(d34:0)_feature1	113	SM(d34:0)_feature1	SM(d34:0)	SM 34:0;O2	SM(d34:0)	SM(d34:0)_feature1	SM	34	0	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C39H81N2O6P	704.5832	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
SM(d34:1)_feature1	114	SM(d34:1)_feature1	SM(d34:1)	SM 34:1;O2	SM(d34:1)	SM(d34:1)_feature1	SM	34	1	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C39H79N2O6P	702.5676	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
SM(d34:2)_feature1	115	SM(d34:2)_feature1	SM(d34:2)	SM 34:2;O2	SM(d34:2)	SM(d34:2)_feature1	SM	34	2	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C39H77N2O6P	700.5519	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
SM(d35:1)_feature1	116	SM(d35:1)_feature1	SM(d35:1)	SM 35:1;O2	SM(d35:1)	SM(d35:1)_feature1	SM	35	1	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C40H81N2O6P	716.5832	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
SM(d36:1)_feature1	117	SM(d36:1)_feature1	SM(d36:1)	SM 36:1;O2	SM(d36:1)	SM(d36:1)	SM	36	1	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C41H83N2O6P	730.5989	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
SM(d36:2)_feature1	118	SM(d36:2)_feature1	SM(d36:2)	SM 36:2;O2	SM(d36:2)	SM(d36:2)_M+H2CO2_feature1	SM	36	2	NA	Sphingolipids	Sphingomyelins	SM	Lipids and Lipid related compounds	C41H81N2O6P	728.5832	NA	C00550				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
alpha-glycerophosphocholine	119	alpha-glycerophosphocholine	sn-Glycero-3-phosphocholine	sn-Glycero-3-phosphocholine	sn-Glycero-3-phosphocholine	alpha-glycerophosphocholine	NA	NA	NA	NA	Organic acids	Organic phosphoric acids	Organic phosphoric acids	Lipids and Lipid related compounds	C8H20NO6P	257.1028	657272	C00670	SUHOQUVVVLNYQR-MRVPVSSYSA-N			55397	0	Organic Acids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids and Lipid related compounds		NA	metab-u-hilicpos
